754663,0.00,0.00
758828,0.00,0.00
763005,0.00,0.00
767193,0.00,0.00
771391,0.00,0.00
775602,0.00,0.00
779825,0.00,0.00
784059,0.00,0.00
788302,0.00,0.00
792559,0.00,0.00
796827,0.00,0.00
801105,0.00,0.00
805396,0.00,0.00
809696,0.00,0.00
814009,0.00,0.00
818334,0.00,0.00
822670,0.00,0.00
827017,0.00,0.00
831375,0.00,0.00
835745,0.00,0.00
840127,0.00,0.00
844516,0.00,0.00
848919,0.00,0.00
853332,0.00,0.00
857758,0.00,0.00
863516,0.00,0.00
867967,0.00,0.00
872429,0.00,0.00
876904,0.00,0.00
881387,0.00,0.00
885884,0.00,0.00
890390,0.00,0.00
894908,0.00,0.00
899438,0.00,0.00
903979,0.00,0.00
908533,0.00,0.00
913098,0.00,0.00
917674,0.00,0.00
922260,0.00,0.00
926860,0.00,0.00
931469,0.00,0.00
936089,0.00,0.00
940724,0.00,0.00
945369,0.00,0.00
950024,0.00,0.00
954687,0.00,0.00
959365,0.00,0.00
964054,0.00,0.00
968755,0.00,0.00
973467,0.00,0.00
978188,0.00,0.00
982922,0.00,0.00
987665,0.00,0.00
992421,0.00,0.00
998622,0.00,0.00
1003424,1.00,0.00
1008255,1.00,0.00
1013096,1.00,0.00
1017951,1.00,0.00
1022815,1.00,0.00
1027692,1.00,0.00
1032580,1.00,0.00
1037476,1.00,0.00
1042386,1.00,0.00
1047306,1.00,0.00
1052269,1.00,0.00
1057244,1.00,0.02
1062226,1.00,0.03
1067221,1.00,0.04
1072228,1.00,0.06
1077246,1.00,0.08
1082274,1.00,0.11
1087299,1.00,0.13
1092338,1.00,0.15
1097389,1.00,0.17
1102451,1.00,0.20
1107525,1.00,0.23
1112609,1.00,0.25
1117705,1.00,0.28
1122812,1.00,0.30
1127930,1.00,0.33
1134598,1.00,0.37
1139746,1.00,0.39
1144907,1.00,0.42
1150077,1.00,0.45
1155259,1.00,0.47
1160455,1.00,0.50
1165659,1.00,0.53
1170875,1.00,0.56
1176101,1.00,0.58
1181342,1.00,0.61
1186593,1.00,0.64
1191854,1.00,0.67
1197128,1.00,0.69
1202409,1.00,0.72
1207703,1.00,0.75
1213007,1.00,0.76
1218323,1.00,0.76
1223650,1.00,0.76
1228989,1.00,0.76
1235571,1.00,0.76
1238554,1.00,0.76
1241539,1.00,0.76
1244532,1.00,0.76
1247529,1.00,0.76
1256272,1.00,0.76
1259255,1.00,0.76
1262241,1.00,0.76
1266134,1.00,0.76
1269135,1.00,0.76
1272142,1.00,0.76
1275155,1.00,0.76
1278175,1.00,0.76
1281197,1.00,0.76
1284227,1.00,0.76
1287264,1.00,0.76
1290306,1.00,0.76
1293352,1.00,0.76
1296405,1.00,0.76
1299463,1.00,0.76
1302526,1.00,0.76
1305597,1.00,0.76
1308673,1.00,0.76
1311756,1.00,0.76
1314843,1.00,0.76
1317937,1.00,0.76
1321036,1.00,0.76
1324141,1.00,0.76
1327249,1.00,0.76
1330365,1.00,0.76
1333489,1.00,0.76
1336617,1.00,0.76
1339752,1.00,0.76
1342891,1.00,0.76
1346037,1.00,0.76
1348890,1.00,0.76
1352031,1.00,0.76
1355183,1.00,0.76
1358338,1.00,0.76
1361498,1.00,0.76
1364665,1.00,0.76
1367837,1.00,0.76
1371015,1.00,0.76
1374198,1.00,0.76
1377388,1.00,0.76
1380584,1.00,0.76
1383785,1.00,0.76
1386992,1.00,0.76
1390205,1.00,0.76
1393424,1.00,0.76
1396650,1.00,0.76
1399882,1.00,0.76
1403119,1.00,0.76
1406360,1.00,0.76
1409608,1.00,0.76
1412860,1.00,0.76
1416119,1.00,0.76
1419383,1.00,0.76
1422653,1.00,0.76
1425928,1.00,0.76
1429210,1.00,0.76
1433444,1.00,0.76
1436740,1.00,0.76
1440046,1.00,0.76
1443354,1.00,0.76
1446666,1.00,0.76
1449984,1.00,0.76
1453312,1.00,0.76
1456644,1.00,0.76
1459981,1.00,0.76
1463324,1.00,0.76
1466672,1.00,0.76
1470026,1.00,0.76
1473386,1.00,0.76
1476753,1.00,0.76
1480129,1.00,0.76
1483507,1.00,0.76
1487030,1.00,0.76
1490418,1.00,0.76
1493814,1.00,0.76
1497284,1.00,0.76
1500830,1.00,0.76
1504381,1.00,0.76
1507940,1.00,0.76
1511433,1.00,0.76
1515001,1.00,0.76
1518578,1.00,0.76
1522158,1.00,0.76
1526719,1.00,0.76
1530247,1.00,0.76
1533779,1.00,0.76
1537317,1.00,0.76
1540862,1.00,0.76
1544483,1.00,0.76
1548109,1.00,0.76
1551670,1.00,0.76
1555309,1.00,0.76
1558949,1.00,0.76
1562601,1.00,0.76
1566256,1.00,0.76
1569847,1.00,0.76
1573375,1.00,0.76
1576909,1.00,0.76
1580448,1.00,0.76
1584064,1.00,0.76
1587619,1.00,0.76
1591175,1.00,0.76
1594739,1.00,0.76
1598306,1.00,0.76
1601881,1.00,0.76
1605459,1.00,0.76
1609045,1.00,0.76
1612638,1.00,0.76
1616236,1.00,0.76
1619840,1.00,0.76
1624522,1.00,0.76
1628209,1.00,0.76
1631904,1.00,0.76
1635534,1.00,0.76
1639170,1.00,0.76
1642811,1.00,0.76
1646456,1.00,0.76
1650110,1.00,0.76
1653768,1.00,0.76
1657433,1.00,0.76
1661102,1.00,0.76
1664780,1.00,0.76
1668461,1.00,0.76
1672150,1.00,0.76
1675844,1.00,0.76
1679541,1.00,0.76
1683248,1.00,0.76
1686958,1.00,0.76
1690677,1.00,0.76
1694398,1.00,0.76
1698127,1.00,0.76
1701861,1.00,0.76
1705599,1.00,0.76
1709346,1.00,0.76
1713096,1.00,0.76
1716857,1.00,0.76
1720621,1.00,0.76
1725424,1.00,0.76
1729200,1.00,0.76
1732980,1.00,0.76
1736768,1.00,0.76
1740560,1.00,0.76
1744356,1.00,0.76
1748160,1.00,0.76
1751968,1.00,0.76
1755784,1.00,0.76
1759674,1.00,0.76
1763573,1.00,0.76
1767473,1.00,0.76
1771312,1.00,0.76
1775156,1.00,0.76
1779005,1.00,0.76
1782862,1.00,0.76
1786723,1.00,0.76
1790589,1.00,0.76
1794462,1.00,0.76
1798342,1.00,0.76
1802227,1.00,0.76
1806115,1.00,0.76
1810082,1.00,0.76
1814055,1.00,0.76
1817965,1.00,0.76
1821878,1.00,0.76
1825800,1.00,0.76
1830783,1.00,0.76
1834718,1.00,0.76
1838662,1.00,0.76
1842609,1.00,0.76
1846563,1.00,0.76
1850522,1.00,0.76
1854559,1.00,0.76
1858667,1.00,0.76
1862643,1.00,0.76
1866628,1.00,0.76
1870616,1.00,0.76
1874610,1.00,0.76
1878610,1.00,0.76
1882616,1.00,0.76
1886628,1.00,0.76
1890645,1.00,0.76
1894671,1.00,0.76
1898704,1.00,0.76
1902743,1.00,0.76
1906789,1.00,0.76
1910842,1.00,0.76
1914902,1.00,0.76
1918970,1.00,0.76
1923047,1.00,0.76
1927134,1.00,0.76
1931226,1.00,0.76
1935325,1.00,0.76
1940527,1.00,0.76
1944649,1.00,0.76
1948778,1.00,0.76
1952915,1.00,0.76
1957059,1.00,0.76
1961213,1.00,0.76
1965371,1.00,0.76
1969539,1.00,0.76
1973715,1.00,0.76
1977898,1.00,0.76
1982089,1.00,0.76
1986290,1.00,0.76
1990495,1.00,0.76
1994709,1.00,0.76
1998934,1.00,0.76
2003164,1.00,0.76
2007400,1.00,0.76
2011646,1.00,0.76
2015899,1.00,0.76
2020161,1.00,0.76
2024429,1.00,0.76
2028704,1.00,0.76
2032989,1.00,0.76
2037281,1.00,0.76
2041582,1.00,0.76
2045888,1.00,0.76
2050204,1.00,0.76
2055677,1.00,0.76
2060013,1.00,0.76
2064356,1.00,0.76
2068707,1.00,0.76
2073066,1.00,0.76
2077435,1.00,0.76
2081808,1.00,0.76
2086191,1.00,0.76
2090580,1.00,0.76
2094979,1.00,0.76
2099385,1.00,0.76
2103798,1.00,0.76
2108220,1.00,0.76
2112649,1.00,0.76
2117087,1.00,0.76
2121532,1.00,0.76
2125987,1.00,0.76
2130447,1.00,0.76
2134917,1.00,0.76
2139393,1.00,0.76
2143878,1.00,0.76
2148369,1.00,0.76
2152868,1.00,0.76
2157375,1.00,0.76
2161888,1.00,0.76
2166413,1.00,0.76
2170944,1.00,0.76
2176690,1.00,0.76
2181236,1.00,0.76
2187119,1.00,0.76
2190099,1.00,0.76
2193085,1.00,0.76
2196078,1.00,0.76
2200855,1.00,0.76
2207939,1.00,0.76
2210918,1.00,0.76
2213902,1.00,0.76
2216891,1.00,0.76
2219884,1.00,0.76
2222885,1.00,0.76
2225894,1.00,0.76
2228904,1.00,0.76
2231925,1.00,0.76
2234951,1.00,0.76
2237980,1.00,0.76
2241018,1.00,0.76
2244060,1.00,0.76
2247109,1.00,0.76
2250162,1.00,0.76
2253222,1.00,0.76
2256288,1.00,0.76
2259360,1.00,0.76
2262436,1.00,0.76
2265520,1.00,0.76
2269527,1.00,0.76
2272626,1.00,0.76
2275733,1.00,0.76
2278844,1.00,0.76
2281960,1.00,0.76
2285081,1.00,0.76
2288210,1.00,0.76
2291344,1.00,0.76
2294482,1.00,0.76
2297626,1.00,0.76
2300777,1.00,0.76
2303935,1.00,0.76
2307097,1.00,0.76
2310267,1.00,0.76
2313441,1.00,0.76
2316619,1.00,0.76
2319802,1.00,0.76
2322995,1.00,0.76
2326188,1.00,0.76
2329391,1.00,0.76
2332600,1.00,0.76
2335813,1.00,0.76
2339032,1.00,0.76
2342255,1.00,0.76
2345488,1.00,0.76
2348726,1.00,0.76
2351970,1.00,0.76
2356162,1.00,0.76
2359421,1.00,0.76
2362684,1.00,0.76
2365954,1.00,0.76
2369230,1.00,0.76
2372582,1.00,0.76
2375867,1.00,0.76
2379229,1.00,0.76
2382530,1.00,0.76
2385834,1.00,0.76
2389145,1.00,0.76
2392461,1.00,0.76
2395785,1.00,0.76
2399115,1.00,0.76
2402447,1.00,0.76
2405784,1.00,0.76
2409131,1.00,0.76
2412482,1.00,0.76
2415839,1.00,0.76
2419201,1.00,0.76
2422641,1.00,0.76
2426086,1.00,0.76
2429537,1.00,0.76
2432994,1.00,0.76
2436456,1.00,0.76
2439924,1.00,0.76
2443395,1.00,0.76
2447916,1.00,0.76
2451403,1.00,0.76
2454895,1.00,0.76
2458394,1.00,0.76
2461899,1.00,0.76
2465482,1.00,0.76
2469070,1.00,0.76
2472662,1.00,0.76
2476260,1.00,0.76
2479795,1.00,0.76
2483339,1.00,0.76
2486891,1.00,0.76
2490453,1.00,0.76
2494021,1.00,0.76
2497601,1.00,0.76
2501187,1.00,0.76
2504781,1.00,0.76
2508430,1.00,0.76
2512087,1.00,0.76
2515751,1.00,0.76
2519381,1.00,0.76
2522984,1.00,0.76
2526630,1.00,0.76
2530255,1.00,0.76
2533919,1.00,0.76
2537567,1.00,0.76
2541246,1.00,0.76
2545987,1.00,0.76
2549672,1.00,0.76
2553368,1.00,0.76
2557075,1.00,0.76
2560793,1.00,0.76
2564521,1.00,0.76
2568263,1.00,0.76
2572015,1.00,0.76
2575779,1.00,0.76
2579556,1.00,0.76
2583343,1.00,0.76
2587141,1.00,0.76
2590949,1.00,0.76
2594770,1.00,0.76
2598602,1.00,0.76
2602446,1.00,0.76
2606301,1.00,0.76
2610167,1.00,0.76
2614045,1.00,0.76
2617936,1.00,0.76
2621836,1.00,0.76
2625747,1.00,0.76
2629670,1.00,0.76
2633604,1.00,0.76
2637548,1.00,0.76
2641505,1.00,0.76
2645473,1.00,0.76
2650608,1.00,0.76
2654606,1.00,0.76
2658615,1.00,0.76
2662633,1.00,0.76
2666664,1.00,0.76
2670706,1.00,0.76
2674761,1.00,0.76
2678824,1.00,0.76
2682901,1.00,0.76
2686988,1.00,0.76
2691090,1.00,0.76
2695202,1.00,0.76
2699322,1.00,0.76
2703455,1.00,0.76
2707601,1.00,0.76
2711757,1.00,0.76
2715925,1.00,0.76
2720103,1.00,0.76
2724293,1.00,0.76
2728494,1.00,0.76
2732707,1.00,0.76
2736933,1.00,0.76
2741168,1.00,0.76
2745414,1.00,0.76
2749672,1.00,0.76
2753943,1.00,0.76
2758222,1.00,0.76
2763774,1.00,0.76
2768084,1.00,0.76
2772409,1.00,0.76
2776743,1.00,0.76
2781087,1.00,0.76
2785444,1.00,0.76
2789810,1.00,0.76
2794189,1.00,0.76
2798578,1.00,0.76
2802981,1.00,0.76
2807392,1.00,0.76
2811816,1.00,0.76
2816252,1.00,0.76
2820696,1.00,0.76
2825156,1.00,0.76
2829624,1.00,0.76
2834105,1.00,0.76
2838596,1.00,0.76
2843100,1.00,0.76
2847613,1.00,0.76
2852139,1.00,0.76
2856676,1.00,0.76
2861223,1.00,0.76
2865782,1.00,0.76
2870352,1.00,0.76
2874935,1.00,0.76
2879529,1.00,0.76
2885496,1.00,0.76
2890117,1.00,0.76
2894749,1.00,0.76
2899396,1.00,0.76
2904050,1.00,0.76
2908718,1.00,0.76
2913396,1.00,0.76
2918086,1.00,0.76
2922787,1.00,0.76
2927497,1.00,0.76
2932220,1.00,0.76
2936954,1.00,0.76
2941703,1.00,0.76
2946463,1.00,0.76
2951232,1.00,0.76
2956010,1.00,0.76
2960802,1.00,0.76
2965604,1.00,0.76
2970418,1.00,0.76
2975244,1.00,0.76
2980080,1.00,0.76
2984929,1.00,0.76
2989786,1.00,0.76
2994657,1.00,0.76
2999540,1.00,0.76
3004434,1.00,0.76
3009338,1.00,0.76
3015722,1.00,0.76
3020653,1.00,0.76
3025594,1.00,0.76
3030547,1.00,0.76
3035513,1.00,0.76
3040488,1.00,0.76
3045474,1.00,0.76
3050473,1.00,0.76
3055482,1.00,0.76
3060502,1.00,0.76
3065532,1.00,0.76
3070575,1.00,0.76
3075630,1.00,0.76
3080696,1.00,0.76
3085773,1.00,0.76
3090862,1.00,0.76
3095961,1.00,0.76
3101071,1.00,0.76
