193343,0.00
197837,0.00
200782,0.00
203730,0.00
206683,0.00
209639,0.00
212601,0.00
215570,0.00
218543,0.00
221521,0.00
224504,0.00
227492,0.00
230485,0.00
233480,0.00
236482,0.00
239489,0.00
242502,0.00
245521,0.00
248544,0.00
251571,0.00
254603,0.00
257637,0.00
260680,0.00
263796,0.00
266850,0.00
269908,0.00
272971,0.00
276039,0.00
279110,0.00
282187,0.00
285269,0.00
288425,0.00
291516,0.00
294614,0.00
297784,0.00
300962,0.00
304074,0.00
307259,0.00
310382,0.00
313510,0.00
317582,0.00
320722,0.00
323869,0.00
327021,0.00
330177,0.00
333337,0.00
336502,0.00
339672,0.00
342847,0.00
346024,0.00
349209,0.00
352398,0.00
355593,0.00
358793,0.00
362067,0.00
365277,0.00
368494,0.00
371783,0.00
375077,0.00
378376,0.00
381682,0.00
385060,0.00
388445,0.00
391833,0.00
395226,0.00
398625,0.00
402029,0.00
405437,0.00
408780,0.00
412200,0.00
415556,0.00
418985,0.00
422350,0.00
425720,0.00
429165,0.00
432614,0.00
436067,0.00
439454,0.00
442847,0.00
447226,0.00
450635,0.00
453980,0.00
457398,0.00
460821,0.00
464250,0.00
467613,0.00
470983,0.00
474358,0.00
477737,0.00
481121,0.00
484510,0.00
487904,0.00
491303,0.00
494776,0.00
498253,0.00
501736,0.00
505223,0.00
508645,0.00
512143,0.00
515576,0.00
519080,0.00
522591,0.00
526105,0.00
529627,0.00
533152,0.00
536683,0.00
540219,0.00
543759,0.00
547307,0.00
550857,0.00
554413,0.00
557905,0.00
561472,0.00
564972,0.00
568480,0.00
571994,0.00
575510,0.00
579101,0.00
582697,0.00
587317,0.00
590856,0.00
594399,0.00
597948,0.00
601503,0.00
605063,0.00
608628,0.00
612197,0.00
615771,0.00
619420,0.00
623073,0.00
626662,0.00
630327,0.00
633925,0.00
637531,0.00
641139,0.00
644750,0.00
648370,0.00
651995,0.00
655626,0.00
659261,0.00
662971,0.00
666686,0.00
670405,0.00
674129,0.00
677787,0.00
681453,0.00
685123,0.00
688797,0.00
692476,0.00
696162,0.00
699850,0.00
703545,0.00
707316,0.00
711160,0.00
715009,0.00
718792,0.00
722582,0.00
726305,0.00
731096,0.00
734831,0.00
738569,0.00
742316,0.00
746066,0.00
749818,0.00
753579,0.00
757345,0.00
761116,0.00
764890,0.00
768669,0.00
772453,0.00
776244,0.00
780039,0.00
783837,0.00
787711,0.00
791521,0.00
795337,0.00
799156,0.00
802979,0.00
806809,0.00
810642,0.00
814484,0.00
818328,0.00
822178,0.00
826032,0.00
829891,0.00
833756,0.00
837623,0.00
841499,0.00
845444,0.00
849399,0.00
853359,0.00
857324,0.00
861223,0.00
865126,0.00
869036,0.00
872950,0.00
876870,0.00
881894,0.00
885825,0.00
889763,0.00
893704,0.00
897655,0.00
901607,0.00
905565,0.00
909527,0.00
913495,0.00
1022094,0.00
1026262,0.00
1030253,0.00
1034243,0.00
1038239,0.00
1042312,0.00
1046388,0.00
1050468,0.00
1054623,0.00
1058715,0.00
1062740,0.00
1066770,0.00
1070806,0.00
1074848,0.00
1078893,0.00
1082945,0.00
1087002,0.00
1091064,0.00
1095132,0.00
1099202,0.00
1103277,0.00
1107360,0.00
1111448,0.00
1115539,0.00
1119637,0.00
1123741,0.00
1127855,0.00
1131974,0.00
1136101,0.00
1146903,0.00
1149851,0.00
1152802,0.00
1155758,0.00
1158719,0.00
1161688,0.00
1164661,0.00
1167641,0.00
1170625,0.00
1173615,0.00
1176611,0.00
1179614,0.00
1182622,0.00
1185636,0.00
1188655,0.00
1191680,0.00
1194713,0.00
1197750,0.00
1200792,0.00
1203840,0.00
1206895,0.00
1209954,0.00
1213020,0.00
1216092,0.00
1219169,0.00
1222251,0.00
1225341,0.00
1228436,0.00
1231536,0.00
1234642,0.00
1237754,0.00
1240872,0.00
1243996,0.00
1247125,0.00
1250260,0.00
1253401,0.00
1257483,0.00
1260638,0.00
1263798,0.00
1266965,0.00
1270138,0.00
1273317,0.00
1276502,0.00
1279693,0.00
1282889,0.00
1286090,0.00
1289300,0.00
1292512,0.00
1295732,0.00
1298954,0.00
1302185,0.00
1305420,0.00
1308661,0.00
1311909,0.00
1315165,0.00
1318426,0.00
1321688,0.00
1324959,0.00
1328236,0.00
1331519,0.00
1334877,0.00
1338169,0.00
1341471,0.00
1344776,0.00
1348088,0.00
1351404,0.00
1354729,0.00
1358128,0.00
1361531,0.00
1364873,0.00
1368292,0.00
1371715,0.00
1375141,0.00
1379547,0.00
1382987,0.00
1386431,0.00
1389881,0.00
1393337,0.00
1396800,0.00
1400337,0.00
1403880,0.00
1407360,0.00
1410915,0.00
1414408,0.00
1417907,0.00
1421413,0.00
1424929,0.00
1428453,0.00
1431987,0.00
1435529,0.00
1439080,0.00
1442687,0.00
1446301,0.00
1449879,0.00
1453505,0.00
1457099,0.00
1460701,0.00
1464280,0.00
1467900,0.00
1471527,0.00
1475164,0.00
1478808,0.00
1482461,0.00
1486107,0.00
1489765,0.00
1493435,0.00
1497116,0.00
1500811,0.00
1504514,0.00
1509310,0.00
1513045,0.00
1516789,0.00
1520544,0.00
1524313,0.00
1528092,0.00
1531881,0.00
1535682,0.00
1539494,0.00
1543317,0.00
1547152,0.00
1551000,0.00
1554859,0.00
1558727,0.00
1562608,0.00
1566501,0.00
1570404,0.00
1574318,0.00
1578241,0.00
1582177,0.00
1586125,0.00
1590084,0.00
1594054,0.00
1598035,0.00
1602028,0.00
1606034,0.00
1610051,0.00
1614078,0.00
1618116,0.00
1622166,0.00
1626227,0.00
1630300,0.00
1634384,0.00
1638478,0.00
1642583,0.00
1646701,0.00
1650830,0.00
1656193,0.00
1660352,0.00
1664522,0.00
1668702,0.00
1672896,0.00
1677100,0.00
1681317,0.00
1685542,0.00
1689778,0.00
1694030,0.00
1698292,0.00
1702563,0.00
1706846,0.00
1711139,0.00
1715446,0.00
1719763,0.00
1724091,0.00
1728432,0.00
1732785,0.00
1737146,0.00
1741521,0.00
1745904,0.00
1750302,0.00
1754711,0.00
1759131,0.00
1763562,0.00
1768004,0.00
1772459,0.00
1776924,0.00
1781399,0.00
1785886,0.00
1790383,0.00
1794893,0.00
1799412,0.00
1803944,0.00
1808488,0.00
1813042,0.00
1817158,0.00
1821737,0.00
1826325,0.00
1830926,0.00
1835538,0.00
1840161,0.00
1844795,0.00
1849440,0.00
1854096,0.00
1858764,0.00
1863444,0.00
1868136,0.00
1872836,0.00
1877548,0.00
1882272,0.00
1887009,0.00
1891755,0.00
1896513,0.00
1901282,0.00
1906065,0.00
1910856,0.00
1915659,0.00
1920475,0.04
1925343,0.14
1930202,0.25
1935069,0.35
1939951,0.45
1944844,0.56
1949746,0.66
1954660,0.77
1959583,0.87
1964516,0.98
1969463,1.08
1974424,1.18
1979394,1.26
1984376,1.33
1990869,1.43
1995875,1.50
2000894,1.57
2005922,1.64
2010962,1.71
2016016,1.75
2021080,1.76
2026152,1.76
2031237,1.76
2036332,1.76
2041441,1.76
2046560,1.76
2051689,1.76
2056832,1.75
2061986,1.72
2067150,1.68
2072327,1.65
2077513,1.62
2082710,1.58
2087918,1.55
2093138,1.51
2098370,1.48
2103616,1.45
2108872,1.42
2114136,1.39
2119411,1.35
2124700,1.32
2130002,1.29
2135316,1.26
2142010,1.23
2144967,1.21
2147930,1.19
2150899,1.18
2153874,1.16
2162589,1.12
2165546,1.10
2168510,1.09
2172378,1.07
2175353,1.05
2178333,1.04
2181319,1.02
2184315,1.01
2187313,1.00
2190319,0.98
2193328,0.97
2196345,0.95
2199369,0.94
2202398,0.92
2205433,0.91
2208474,0.90
2211520,0.88
2214574,0.87
2217632,0.86
2220696,0.85
2223763,0.83
2226837,0.82
2229918,0.81
2233005,0.79
2236099,0.78
2239197,0.77
2242301,0.76
2245412,0.74
2248527,0.73
2251648,0.72
2254776,0.71
2257909,0.70
2261049,0.68
2264194,0.67
2267346,0.66
2270504,0.65
2273668,0.64
2276836,0.63
2280009,0.62
2284123,0.60
2287311,0.59
2290507,0.58
2293708,0.57
2296914,0.56
2300127,0.55
2303347,0.54
2306572,0.53
2309800,0.52
2313035,0.51
2316277,0.50
2319525,0.49
2322778,0.48
2326038,0.47
2329302,0.47
2332571,0.46
2335847,0.45
2339125,0.44
2342412,0.43
2345706,0.42
2349005,0.41
2352311,0.40
2355620,0.40
